node_id,window_start,window_end,pdr_mean,pdr_var,pdr_corrected,speed_kmh,is_handoff,kl_divergence,autocorr_peak,rsu_id,packets_received_total,packets_forwarded_total,ground_truth_label,is_attacker,label_multiclass,label_binary
2,175.0,185.0,0.8902,0.0191,0.8926,57.4,0,0.0358,0.0775,RSU_03,102,90,BENIGN,0,0,0
2,42.0,52.0,0.9074,0.0251,0.9095,50.5,0,0.051,0.0629,RSU_03,105,95,BENIGN,0,0,0
2,475.0,485.0,0.8553,0.0366,0.8572,45.0,0,0.046,0.0738,RSU_03,99,82,BENIGN,0,0,0
2,491.0,501.0,0.94,0.0218,0.9416,40.2,0,0.0502,0.0935,RSU_03,79,77,BENIGN,0,0,0
2,86.0,96.0,0.8649,0.0089,0.8672,55.7,0,0.041,0.0549,RSU_03,103,92,BENIGN,0,0,0
2,380.0,390.0,0.7863,0.0042,0.7885,52.8,0,0.0772,0.0941,RSU_03,69,53,BENIGN,0,0,0
2,11.0,21.0,0.9537,0.017,0.9565,68.1,0,0.022,0.0265,RSU_03,103,96,BENIGN,0,0,0
2,369.0,379.0,0.9248,0.0164,0.9272,58.5,0,0.0165,0.0403,RSU_03,57,53,BENIGN,0,0,0
2,208.0,218.0,0.8325,0.0167,0.8343,43.0,0,0.028,0.0859,RSU_03,62,52,BENIGN,0,0,0
2,364.0,374.0,0.8507,0.0058,0.853,54.1,1,0.0186,0.0905,RSU_03,53,46,BENIGN,0,0,0
2,426.0,436.0,0.9492,0.0065,0.9507,36.5,0,0.0234,0.068,RSU_03,81,78,BENIGN,0,0,0
2,297.0,307.0,0.927,0.0331,0.929,47.2,0,0.0585,0.0989,RSU_03,77,67,BENIGN,0,0,0
2,469.0,479.0,0.7873,0.0217,0.7895,52.0,0,0.031,0.0101,RSU_03,130,100,BENIGN,0,0,0
2,39.0,49.0,0.9029,0.0177,0.9046,41.1,0,0.0027,0.032,RSU_03,131,115,BENIGN,0,0,0
2,421.0,431.0,0.7829,0.0031,0.7853,57.5,0,0.0313,0.0154,RSU_03,87,71,BENIGN,0,0,0
2,354.0,364.0,0.867,0.0018,0.8694,57.2,0,0.0628,0.0679,RSU_03,97,86,BENIGN,0,0,0
2,63.0,73.0,0.8825,0.0281,0.8841,40.6,0,0.0411,0.0872,RSU_03,78,72,BENIGN,0,0,0
2,400.0,410.0,0.8098,0.0001,0.8118,49.6,0,0.0426,0.0107,RSU_03,89,73,BENIGN,0,0,0
2,180.0,190.0,0.9539,0.0153,0.9558,46.9,0,0.0471,0.0721,RSU_03,74,68,BENIGN,0,0,0
2,322.0,332.0,0.8548,0.0379,0.857,54.0,0,0.0482,0.0579,RSU_03,73,65,BENIGN,0,0,0
2,202.0,212.0,0.866,0.015,0.8679,46.5,0,0.074,0.0829,RSU_03,60,54,BENIGN,0,0,0
2,145.0,155.0,0.8671,0.0372,0.8694,56.1,0,0.0628,0.02,RSU_03,63,54,BENIGN,0,0,0
2,358.0,368.0,0.7937,0.002,0.7958,51.4,0,0.0092,0.0071,RSU_03,126,97,BENIGN,0,0,0
2,310.0,320.0,0.9188,0.0018,0.9206,42.0,0,0.0669,0.0249,RSU_03,93,84,BENIGN,0,0,0
2,3.0,13.0,0.9608,0.0028,0.9624,38.0,0,0.0542,0.0173,RSU_03,84,79,BENIGN,0,0,0
2,351.0,361.0,0.9627,0.0173,0.9646,47.9,0,0.0647,0.0263,RSU_03,50,50,BENIGN,0,0,0
2,220.0,230.0,0.9707,0.0145,0.9728,51.9,0,0.023,0.0501,RSU_03,95,90,BENIGN,0,0,0
2,396.0,406.0,0.8953,0.0289,0.8972,46.0,0,0.0795,0.0132,RSU_03,54,50,BENIGN,0,0,0
2,265.0,275.0,0.9668,0.028,0.9691,54.2,0,0.0161,0.043,RSU_03,99,97,BENIGN,0,0,0
2,294.0,304.0,0.8362,0.0365,0.8383,51.0,0,0.0295,0.0046,RSU_03,80,62,BENIGN,0,0,0
2,301.0,311.0,0.8741,0.0341,0.8764,56.3,0,0.0621,0.0288,RSU_03,82,72,BENIGN,0,0,0
2,483.0,493.0,0.8881,0.0326,0.8909,65.2,0,0.0578,0.0615,RSU_03,65,54,BENIGN,0,0,0
2,340.0,350.0,0.808,0.0275,0.8105,60.1,1,0.017,0.0858,RSU_03,55,42,BENIGN,0,0,0
2,451.0,461.0,0.8116,0.0186,0.8137,51.4,0,0.0543,0.0832,RSU_03,95,77,BENIGN,0,0,0
2,157.0,167.0,0.9307,0.0272,0.9331,57.9,0,0.0665,0.0042,RSU_03,52,50,BENIGN,0,0,0
2,281.0,291.0,0.8819,0.0142,0.8839,46.5,0,0.0713,0.0166,RSU_03,64,58,BENIGN,0,0,0
2,170.0,180.0,0.9748,0.0133,0.9771,53.6,0,0.0403,0.0014,RSU_03,50,49,BENIGN,0,0,0
2,186.0,196.0,0.9112,0.0312,0.9136,56.5,0,0.0627,0.0519,RSU_03,135,122,BENIGN,0,0,0
2,177.0,187.0,0.9766,0.0323,0.9787,50.3,0,0.0508,0.0304,RSU_03,148,147,BENIGN,0,0,0
2,56.0,66.0,0.8564,0.0333,0.8579,35.1,0,0.0363,0.072,RSU_03,60,49,BENIGN,0,0,0
2,6.0,16.0,0.8893,0.0262,0.892,63.8,0,0.0335,0.0714,RSU_03,136,125,BENIGN,0,0,0
2,234.0,244.0,0.9009,0.0233,0.9029,48.3,0,0.06,0.051,RSU_03,60,51,BENIGN,0,0,0
2,46.0,56.0,0.8771,0.0156,0.8791,48.1,0,0.0691,0.0929,RSU_03,80,71,BENIGN,0,0,0
2,107.0,117.0,0.8777,0.0276,0.8798,50.3,0,0.0707,0.0207,RSU_03,141,125,BENIGN,0,0,0
2,139.0,149.0,0.9464,0.0123,0.9481,41.0,0,0.0029,0.0933,RSU_03,84,81,BENIGN,0,0,0
2,197.0,207.0,0.9423,0.0133,0.9449,61.4,0,0.0665,0.0275,RSU_03,104,97,BENIGN,0,0,0
2,356.0,366.0,0.9795,0.0322,0.9812,40.8,0,0.0302,0.0789,RSU_03,85,85,BENIGN,0,0,0
2,224.0,234.0,0.9477,0.021,0.9494,41.3,0,0.0458,0.0853,RSU_03,130,119,BENIGN,0,0,0
2,275.0,285.0,0.9078,0.0165,0.9104,60.9,0,0.0379,0.0415,RSU_03,134,122,BENIGN,0,0,0
2,418.0,428.0,0.8376,0.0045,0.8404,68.3,0,0.0091,0.0348,RSU_03,126,104,BENIGN,0,0,0
2,289.0,299.0,0.8114,0.0188,0.8125,26.7,0,0.0665,0.0015,RSU_03,77,60,BENIGN,0,0,0
2,16.0,26.0,0.8508,0.0234,0.8527,46.2,0,0.0253,0.0087,RSU_03,72,62,BENIGN,0,0,0
2,371.0,381.0,0.8067,0.0042,0.8083,39.8,0,0.0568,0.0209,RSU_03,80,63,BENIGN,0,0,0
2,140.0,150.0,0.8265,0.0108,0.8286,49.9,0,0.0194,0.0992,RSU_03,69,55,BENIGN,0,0,0
2,203.0,213.0,0.91,0.0057,0.912,48.7,0,0.0418,0.0007,RSU_03,81,71,BENIGN,0,0,0
2,329.0,339.0,0.9363,0.0187,0.9387,56.5,0,0.0182,0.0199,RSU_03,92,85,BENIGN,0,0,0
2,19.0,29.0,0.7942,0.0289,0.7969,63.6,0,0.0645,0.0289,RSU_03,116,92,BENIGN,0,0,0
2,119.0,129.0,0.9308,0.0297,0.9328,49.0,0,0.0041,0.0221,RSU_03,77,70,BENIGN,0,0,0
2,274.0,284.0,0.7939,0.0086,0.7964,60.3,0,0.0102,0.0312,RSU_03,101,77,BENIGN,0,0,0
2,70.0,80.0,0.8941,0.0199,0.8957,37.1,0,0.0108,0.0496,RSU_03,66,55,BENIGN,0,0,0
2,455.0,465.0,0.8275,0.0187,0.8294,45.5,0,0.034,0.0289,RSU_03,67,57,BENIGN,0,0,0
2,414.0,424.0,0.8172,0.0349,0.8194,52.9,0,0.0594,0.0659,RSU_03,90,75,BENIGN,0,0,0
2,153.0,163.0,0.9255,0.0002,0.9279,56.1,0,0.0342,0.0197,RSU_03,141,130,BENIGN,0,0,0
2,73.0,83.0,0.8287,0.0319,0.8307,48.6,0,0.0451,0.0006,RSU_03,92,75,BENIGN,0,0,0
2,452.0,462.0,0.9871,0.002,0.9886,37.7,0,0.0709,0.0562,RSU_03,75,75,BENIGN,0,0,0
2,165.0,175.0,0.794,0.039,0.7962,52.5,0,0.0766,0.006,RSU_03,94,73,BENIGN,0,0,0
2,24.0,34.0,0.8328,0.0069,0.835,51.9,0,0.0766,0.0855,RSU_03,73,59,BENIGN,0,0,0
2,411.0,421.0,0.8113,0.0383,0.8133,46.8,0,0.0323,0.0875,RSU_03,68,51,BENIGN,0,0,0
