node_id,window_start,window_end,pdr_mean,pdr_var,pdr_corrected,speed_kmh,is_handoff,kl_divergence,autocorr_peak,rsu_id,packets_received_total,packets_forwarded_total,ground_truth_label,is_attacker,label_multiclass,label_binary
0,175.0,185.0,0.8598,0.016,0.8613,35.7,0,0.0464,0.0534,RSU_01,110,94,BENIGN,0,0,0
0,42.0,52.0,0.9819,0.0362,0.9837,44.9,0,0.0157,0.0069,RSU_01,60,59,BENIGN,0,0,0
0,475.0,485.0,0.9618,0.0041,0.9636,44.7,0,0.0101,0.0979,RSU_01,117,111,BENIGN,0,0,0
0,491.0,501.0,0.9585,0.0078,0.96,35.7,0,0.01,0.0963,RSU_01,60,54,BENIGN,0,0,0
0,86.0,96.0,0.8606,0.0217,0.8617,26.7,0,0.0725,0.0624,RSU_01,61,52,BENIGN,0,0,0
0,380.0,390.0,0.8332,0.0004,0.8355,55.6,0,0.0579,0.0536,RSU_01,133,112,BENIGN,0,0,0
0,11.0,21.0,0.7866,0.0255,0.7881,36.2,0,0.0251,0.0509,RSU_01,140,110,BENIGN,0,0,0
0,369.0,379.0,0.951,0.0274,0.9528,43.7,0,0.0088,0.0289,RSU_01,80,73,BENIGN,0,0,0
0,208.0,218.0,0.7888,0.0034,0.7904,40.1,0,0.0573,0.0072,RSU_01,57,48,BENIGN,0,0,0
0,364.0,374.0,0.936,0.0295,0.9372,28.2,0,0.0417,0.0068,RSU_01,87,81,BENIGN,0,0,0
0,426.0,436.0,0.8823,0.0172,0.8845,52.1,0,0.0478,0.1,RSU_01,126,110,BENIGN,0,0,0
0,297.0,307.0,0.7961,0.02,0.7978,39.6,0,0.0636,0.0707,RSU_01,55,45,BENIGN,0,0,0
0,469.0,479.0,0.9147,0.0104,0.9169,51.9,0,0.0709,0.0896,RSU_01,79,70,BENIGN,0,0,0
0,39.0,49.0,0.8832,0.0189,0.8848,37.5,0,0.0139,0.0434,RSU_01,89,82,BENIGN,0,0,0
0,421.0,431.0,0.9534,0.0114,0.9547,32.1,0,0.0742,0.097,RSU_01,107,100,BENIGN,0,0,0
0,354.0,364.0,0.8688,0.0139,0.8709,51.5,0,0.0318,0.0264,RSU_01,70,59,BENIGN,0,0,0
0,63.0,73.0,0.8081,0.0012,0.8101,47.6,0,0.0604,0.062,RSU_01,120,97,BENIGN,0,0,0
0,400.0,410.0,0.9389,0.0177,0.9411,52.4,0,0.0566,0.0389,RSU_01,72,71,BENIGN,0,0,0
0,180.0,190.0,0.9822,0.0193,0.9839,40.6,0,0.0645,0.055,RSU_01,54,51,BENIGN,0,0,0
0,322.0,332.0,0.8912,0.0097,0.8925,30.7,0,0.04,0.068,RSU_01,57,50,BENIGN,0,0,0
0,202.0,212.0,0.9538,0.0293,0.9553,35.3,0,0.0615,0.0011,RSU_01,91,84,BENIGN,0,0,0
0,145.0,155.0,0.8046,0.005,0.8067,49.4,0,0.0548,0.043,RSU_01,70,57,BENIGN,0,0,0
0,358.0,368.0,0.9272,0.0272,0.9288,37.6,0,0.0327,0.0015,RSU_01,108,100,BENIGN,0,0,0
0,310.0,320.0,0.8087,0.0261,0.8106,47.1,0,0.0591,0.0316,RSU_01,114,95,BENIGN,0,0,0
0,3.0,13.0,0.7937,0.038,0.7953,40.3,0,0.0773,0.0808,RSU_01,80,62,BENIGN,0,0,0
0,351.0,361.0,0.84,0.0173,0.8414,33.9,0,0.0548,0.0332,RSU_01,55,45,BENIGN,0,0,0
0,220.0,230.0,0.8966,0.0293,0.8986,49.7,0,0.0493,0.0188,RSU_01,85,75,BENIGN,0,0,0
0,396.0,406.0,0.7941,0.0038,0.7956,35.6,0,0.0799,0.0327,RSU_01,124,99,BENIGN,0,0,0
0,265.0,275.0,0.9132,0.0028,0.9153,51.2,0,0.0204,0.0362,RSU_01,97,89,BENIGN,0,0,0
0,294.0,304.0,0.935,0.0334,0.9364,35.1,1,0.0592,0.0143,RSU_01,125,118,BENIGN,0,0,0
0,301.0,311.0,0.9527,0.0322,0.954,30.5,0,0.0442,0.052,RSU_01,64,62,BENIGN,0,0,0
0,483.0,493.0,0.8371,0.0087,0.8387,38.4,1,0.0529,0.0634,RSU_01,109,91,BENIGN,0,0,0
0,340.0,350.0,0.8688,0.0121,0.8708,49.1,0,0.026,0.0713,RSU_01,131,115,BENIGN,0,0,0
0,451.0,461.0,0.8647,0.0333,0.8662,37.6,0,0.0652,0.0612,RSU_01,87,73,BENIGN,0,0,0
0,157.0,167.0,0.8822,0.0349,0.8833,26.9,0,0.0721,0.0422,RSU_01,77,71,BENIGN,0,0,0
0,281.0,291.0,0.9388,0.0183,0.9401,30.6,1,0.0231,0.09,RSU_01,61,56,BENIGN,0,0,0
0,170.0,180.0,0.9899,0.0019,0.9913,33.2,0,0.0782,0.0407,RSU_01,137,136,BENIGN,0,0,0
0,186.0,196.0,0.807,0.0042,0.8089,47.2,0,0.0579,0.0578,RSU_01,77,64,BENIGN,0,0,0
0,177.0,187.0,0.7927,0.0374,0.7942,37.3,0,0.0281,0.0101,RSU_01,98,78,BENIGN,0,0,0
0,56.0,66.0,0.8383,0.0075,0.8399,38.5,0,0.0371,0.0353,RSU_01,108,92,BENIGN,0,0,0
0,6.0,16.0,0.7986,0.0078,0.8003,41.1,0,0.0036,0.0325,RSU_01,88,72,BENIGN,0,0,0
0,234.0,244.0,0.9704,0.0056,0.9718,35.2,0,0.0426,0.0411,RSU_01,84,81,BENIGN,0,0,0
0,46.0,56.0,0.8861,0.0331,0.8876,36.1,0,0.0256,0.0896,RSU_01,88,78,BENIGN,0,0,0
0,107.0,117.0,0.8693,0.0009,0.8713,47.1,0,0.0215,0.0542,RSU_01,113,98,BENIGN,0,0,0
0,139.0,149.0,0.7846,0.0129,0.7864,42.3,1,0.0391,0.077,RSU_01,118,91,BENIGN,0,0,0
