node_id,window_start,window_end,pdr_mean,pdr_var,pdr_corrected,speed_kmh,is_handoff,kl_divergence,autocorr_peak,rsu_id,packets_received_total,packets_forwarded_total,ground_truth_label,is_attacker,label_multiclass,label_binary
4,175.0,185.0,0.9721,0.0371,0.9761,95.6,1,0.0547,0.0018,RSU_02,103,96,BENIGN,0,0,0
4,42.0,52.0,0.8597,0.0249,0.8624,65.3,1,0.0089,0.0313,RSU_02,91,78,BENIGN,0,0,0
4,475.0,485.0,0.9434,0.039,0.9461,65.8,0,0.0554,0.0406,RSU_02,88,80,BENIGN,0,0,0
4,491.0,501.0,0.9726,0.0273,0.9756,73.5,0,0.0194,0.0608,RSU_02,146,143,BENIGN,0,0,0
4,86.0,96.0,0.9076,0.023,0.9113,87.1,0,0.0317,0.0991,RSU_02,138,129,BENIGN,0,0,0
4,380.0,390.0,0.8061,0.0378,0.8095,81.3,0,0.0273,0.0713,RSU_02,102,79,BENIGN,0,0,0
4,11.0,21.0,0.9608,0.0004,0.9643,85.1,0,0.0773,0.0341,RSU_02,149,142,BENIGN,0,0,0
4,369.0,379.0,0.9736,0.0355,0.9763,65.6,0,0.0324,0.0038,RSU_02,54,54,BENIGN,0,0,0
4,208.0,218.0,0.935,0.0296,0.9378,67.5,0,0.0486,0.0291,RSU_02,142,136,BENIGN,0,0,0
4,364.0,374.0,0.8461,0.0251,0.8493,76.7,0,0.0609,0.0501,RSU_02,138,116,BENIGN,0,0,0
4,426.0,436.0,0.9692,0.013,0.9723,75.6,0,0.0586,0.0736,RSU_02,51,49,BENIGN,0,0,0
4,297.0,307.0,0.8484,0.0063,0.8516,74.5,0,0.0567,0.0539,RSU_02,135,117,BENIGN,0,0,0
4,469.0,479.0,0.8183,0.0009,0.8215,76.7,0,0.0284,0.0918,RSU_02,149,121,BENIGN,0,0,0
4,39.0,49.0,0.7919,0.0271,0.7951,76.6,0,0.0263,0.0468,RSU_02,118,95,BENIGN,0,0,0
4,421.0,431.0,0.9216,0.0118,0.9249,78.6,0,0.0423,0.084,RSU_02,56,47,BENIGN,0,0,0
4,354.0,364.0,0.9314,0.0313,0.9347,78.1,0,0.0747,0.0368,RSU_02,118,112,BENIGN,0,0,0
4,63.0,73.0,0.8113,0.0138,0.8146,79.4,0,0.0034,0.0719,RSU_02,145,119,BENIGN,0,0,0
4,400.0,410.0,0.8432,0.0373,0.8463,74.1,1,0.0248,0.036,RSU_02,97,79,BENIGN,0,0,0
4,180.0,190.0,0.9134,0.0095,0.9169,85.0,0,0.0699,0.0732,RSU_02,124,115,BENIGN,0,0,0
4,322.0,332.0,0.9888,0.0261,0.9917,68.1,0,0.0485,0.041,RSU_02,81,78,BENIGN,0,0,0
4,202.0,212.0,0.8006,0.039,0.8032,61.3,0,0.0111,0.0341,RSU_02,81,61,BENIGN,0,0,0
4,145.0,155.0,0.9189,0.0261,0.9219,72.8,0,0.0688,0.014,RSU_02,92,84,BENIGN,0,0,0
4,358.0,368.0,0.983,0.0113,0.9869,92.9,0,0.0471,0.0993,RSU_02,138,136,BENIGN,0,0,0
4,310.0,320.0,0.9729,0.0231,0.9758,68.8,0,0.0565,0.0417,RSU_02,72,72,BENIGN,0,0,0
4,3.0,13.0,0.9841,0.0287,0.987,69.6,0,0.0667,0.0013,RSU_02,85,85,BENIGN,0,0,0
4,351.0,361.0,0.9756,0.0329,0.9784,68.1,0,0.0511,0.0137,RSU_02,64,64,BENIGN,0,0,0
4,220.0,230.0,0.8191,0.0116,0.8216,59.3,0,0.0147,0.0674,RSU_02,118,97,BENIGN,0,0,0
4,396.0,406.0,0.827,0.0214,0.8301,75.5,0,0.045,0.07,RSU_02,149,124,BENIGN,0,0,0
4,265.0,275.0,0.9058,0.0097,0.909,76.0,0,0.0262,0.032,RSU_02,82,75,BENIGN,0,0,0
4,294.0,304.0,0.865,0.0329,0.8679,69.7,0,0.0475,0.0997,RSU_02,128,106,BENIGN,0,0,0
4,301.0,311.0,0.9051,0.0244,0.9079,68.6,0,0.0175,0.0651,RSU_02,126,113,BENIGN,0,0,0
4,483.0,493.0,0.9261,0.0261,0.9293,77.5,0,0.0256,0.0243,RSU_02,84,77,BENIGN,0,0,0
4,340.0,350.0,0.7963,0.016,0.8001,91.5,0,0.0475,0.0287,RSU_02,134,105,BENIGN,0,0,0
4,451.0,461.0,0.9578,0.0228,0.9606,66.5,0,0.0507,0.0187,RSU_02,132,126,BENIGN,0,0,0
4,157.0,167.0,0.9464,0.03,0.9492,67.4,0,0.0029,0.0799,RSU_02,63,60,BENIGN,0,0,0
4,281.0,291.0,0.8763,0.0245,0.879,63.0,0,0.0199,0.0301,RSU_02,111,98,BENIGN,0,0,0
4,170.0,180.0,0.8172,0.013,0.8206,81.2,0,0.0434,0.017,RSU_02,52,40,BENIGN,0,0,0
4,186.0,196.0,0.901,0.0194,0.9041,73.9,0,0.0677,0.0645,RSU_02,130,118,BENIGN,0,0,0
4,177.0,187.0,0.8164,0.0058,0.8194,71.8,0,0.0732,0.0882,RSU_02,53,41,BENIGN,0,0,0
4,56.0,66.0,0.8009,0.0281,0.8043,82.1,1,0.0294,0.0671,RSU_02,133,103,BENIGN,0,0,0
4,6.0,16.0,0.8469,0.0309,0.85,73.5,0,0.0777,0.0943,RSU_02,76,63,BENIGN,0,0,0
4,234.0,244.0,0.9839,0.0254,0.9872,78.8,0,0.0771,0.0158,RSU_02,55,54,BENIGN,0,0,0
4,46.0,56.0,0.9636,0.0353,0.9659,55.5,0,0.0182,0.0896,RSU_02,84,81,BENIGN,0,0,0
4,107.0,117.0,0.9809,0.0311,0.9836,65.3,0,0.063,0.0624,RSU_02,133,132,BENIGN,0,0,0
4,139.0,149.0,0.8849,0.0284,0.8875,63.2,0,0.0175,0.0761,RSU_02,122,111,BENIGN,0,0,0
4,197.0,207.0,0.977,0.0034,0.9794,57.4,0,0.0262,0.0444,RSU_02,95,91,BENIGN,0,0,0
4,356.0,366.0,0.8747,0.0223,0.8777,71.3,0,0.0002,0.0366,RSU_02,63,59,BENIGN,0,0,0
4,224.0,234.0,0.9626,0.0188,0.9655,69.7,0,0.0778,0.0076,RSU_02,50,50,BENIGN,0,0,0
4,275.0,285.0,0.9115,0.0052,0.9146,72.8,0,0.0706,0.0829,RSU_02,115,104,BENIGN,0,0,0
4,418.0,428.0,0.896,0.0234,0.8986,62.9,0,0.0242,0.064,RSU_02,132,118,BENIGN,0,0,0
4,289.0,299.0,0.8925,0.0396,0.8951,62.2,1,0.059,0.0327,RSU_02,132,116,BENIGN,0,0,0
4,16.0,26.0,0.8412,0.0323,0.8442,73.4,0,0.0385,0.0655,RSU_02,68,53,BENIGN,0,0,0
4,371.0,381.0,0.9516,0.0266,0.955,82.7,0,0.0588,0.0272,RSU_02,149,142,BENIGN,0,0,0
4,140.0,150.0,0.8662,0.0377,0.8699,89.1,1,0.0349,0.0985,RSU_02,55,46,BENIGN,0,0,0
4,203.0,213.0,0.9156,0.0399,0.9185,70.8,1,0.0186,0.028,RSU_02,147,136,BENIGN,0,0,0
4,329.0,339.0,0.9444,0.0269,0.9477,78.8,0,0.0398,0.0718,RSU_02,132,124,BENIGN,0,0,0
4,19.0,29.0,0.8797,0.0372,0.883,80.3,1,0.0316,0.0428,RSU_02,107,93,BENIGN,0,0,0
4,119.0,129.0,0.9032,0.0264,0.9061,68.4,0,0.0014,0.0242,RSU_02,93,82,BENIGN,0,0,0
4,274.0,284.0,0.8685,0.0239,0.8722,88.0,0,0.0758,0.0193,RSU_02,140,119,BENIGN,0,0,0
4,70.0,80.0,0.9087,0.0187,0.9116,69.8,0,0.0648,0.0768,RSU_02,100,88,BENIGN,0,0,0
4,455.0,465.0,0.8137,0.0307,0.8166,68.6,0,0.0047,0.084,RSU_02,144,118,BENIGN,0,0,0
4,414.0,424.0,0.8053,0.005,0.8083,73.1,0,0.0758,0.0819,RSU_02,105,84,BENIGN,0,0,0
4,153.0,163.0,0.9837,0.0377,0.9865,67.0,1,0.0387,0.0995,RSU_02,117,114,BENIGN,0,0,0
4,73.0,83.0,0.9778,0.0128,0.9807,71.4,0,0.0267,0.084,RSU_02,114,110,BENIGN,0,0,0
4,452.0,462.0,0.9574,0.0293,0.9605,74.4,0,0.0587,0.0105,RSU_02,77,75,BENIGN,0,0,0
4,165.0,175.0,0.8032,0.0108,0.8062,74.2,0,0.0767,0.0266,RSU_02,79,65,BENIGN,0,0,0
4,24.0,34.0,0.8655,0.023,0.8679,58.7,0,0.0343,0.0264,RSU_02,126,111,BENIGN,0,0,0
4,411.0,421.0,0.9073,0.0338,0.9102,68.5,0,0.0237,0.0912,RSU_02,124,110,BENIGN,0,0,0
4,112.0,122.0,0.9238,0.0206,0.9271,79.7,0,0.0371,0.0398,RSU_02,136,121,BENIGN,0,0,0
4,357.0,367.0,0.8782,0.0084,0.8813,72.1,0,0.074,0.0054,RSU_02,136,123,BENIGN,0,0,0
4,296.0,306.0,0.9677,0.0102,0.9705,68.2,0,0.0336,0.0835,RSU_02,127,121,BENIGN,0,0,0
4,324.0,334.0,0.8682,0.0082,0.8707,60.7,0,0.0339,0.0664,RSU_02,57,49,BENIGN,0,0,0
4,85.0,95.0,0.8887,0.0337,0.8917,71.7,0,0.0349,0.0433,RSU_02,140,122,BENIGN,0,0,0
4,22.0,32.0,0.8631,0.0341,0.8659,69.4,1,0.0604,0.0517,RSU_02,107,93,BENIGN,0,0,0
4,37.0,47.0,0.9667,0.017,0.9695,68.2,0,0.0331,0.0443,RSU_02,58,56,BENIGN,0,0,0
4,147.0,157.0,0.8612,0.0082,0.864,68.4,0,0.0052,0.0079,RSU_02,126,105,BENIGN,0,0,0
4,423.0,433.0,0.8959,0.0155,0.8989,71.6,0,0.0676,0.0004,RSU_02,102,91,BENIGN,0,0,0
4,462.0,472.0,0.8168,0.0307,0.8208,96.0,0,0.032,0.0506,RSU_02,114,95,BENIGN,0,0,0
4,478.0,488.0,0.9168,0.0244,0.92,74.8,1,0.0413,0.0926,RSU_02,102,97,BENIGN,0,0,0
4,341.0,351.0,0.865,0.0016,0.868,70.8,1,0.0218,0.0401,RSU_02,97,81,BENIGN,0,0,0
4,173.0,183.0,0.9381,0.0385,0.9411,70.5,0,0.0237,0.0165,RSU_02,100,92,BENIGN,0,0,0
4,336.0,346.0,0.8082,0.0156,0.8116,80.9,0,0.0777,0.0351,RSU_02,136,110,BENIGN,0,0,0
4,126.0,136.0,0.9803,0.0111,0.9833,71.3,1,0.0355,0.0899,RSU_02,117,113,BENIGN,0,0,0
4,444.0,454.0,0.9589,0.0152,0.9618,68.8,0,0.0598,0.0175,RSU_02,92,87,BENIGN,0,0,0
4,41.0,51.0,0.7875,0.038,0.7908,79.1,0,0.022,0.0016,RSU_02,57,40,BENIGN,0,0,0
