node_id,window_start,window_end,pdr_mean,pdr_var,pdr_corrected,speed_kmh,is_handoff,kl_divergence,autocorr_peak,rsu_id,packets_received_total,packets_forwarded_total,ground_truth_label,is_attacker,label_multiclass,label_binary
1,0.0,10.0,0.851,0.0051,0.8532,53.5,0,0.0313,0.0163,RSU_02,123,108,BENIGN,0,0,0
1,1.0,11.0,0.9012,0.0138,0.9036,59.3,0,0.0642,0.054,RSU_02,57,53,BENIGN,0,0,0
1,2.0,12.0,0.8422,0.0057,0.8443,48.8,0,0.0121,0.0433,RSU_02,109,92,BENIGN,0,0,0
1,3.0,13.0,0.7968,0.0191,0.7988,46.0,0,0.0504,0.0829,RSU_02,128,104,BENIGN,0,0,0
1,4.0,14.0,0.9638,0.0388,0.9656,43.5,0,0.0142,0.0722,RSU_02,54,51,BENIGN,0,0,0
1,5.0,15.0,0.9765,0.0269,0.9784,45.4,0,0.0385,0.081,RSU_02,145,136,BENIGN,0,0,0
1,6.0,16.0,0.9152,0.0152,0.9168,36.5,0,0.0044,0.0599,RSU_02,140,127,BENIGN,0,0,0
1,7.0,17.0,0.7902,0.0328,0.7915,31.6,0,0.0661,0.0588,RSU_02,85,66,BENIGN,0,0,0
1,8.0,18.0,0.9126,0.0314,0.9144,44.0,0,0.0479,0.0414,RSU_02,145,135,BENIGN,0,0,0
1,9.0,19.0,0.9114,0.0229,0.9139,60.1,0,0.0148,0.006,RSU_02,110,102,BENIGN,0,0,0
1,10.0,20.0,0.92,0.0032,0.9218,43.1,0,0.0353,0.0163,RSU_02,68,65,BENIGN,0,0,0
1,11.0,21.0,0.8635,0.0205,0.8651,38.1,0,0.0387,0.0383,RSU_02,133,112,BENIGN,0,0,0
1,12.0,22.0,0.7949,0.023,0.7967,42.1,0,0.0453,0.0878,RSU_02,105,81,BENIGN,0,0,0
1,13.0,23.0,0.7896,0.0378,0.7914,43.3,0,0.0674,0.0297,RSU_02,57,42,BENIGN,0,0,0
1,14.0,24.0,0.8889,0.0098,0.8906,41.2,0,0.0287,0.099,RSU_02,118,104,BENIGN,0,0,0
1,15.0,25.0,0.7809,0.0268,0.783,49.8,0,0.0513,0.0411,RSU_02,98,72,BENIGN,0,0,0
1,16.0,26.0,0.8172,0.0039,0.8188,39.0,0,0.0765,0.0599,RSU_02,122,99,BENIGN,0,0,0
1,17.0,27.0,0.8004,0.0072,0.8018,34.5,0,0.0638,0.0678,RSU_02,104,80,BENIGN,0,0,0
1,18.0,28.0,0.8389,0.014,0.8409,48.5,0,0.0626,0.0993,RSU_02,74,61,BENIGN,0,0,0
1,19.0,29.0,0.8639,0.0164,0.8656,42.3,0,0.0783,0.0181,RSU_02,129,111,BENIGN,0,0,0
1,20.0,30.0,0.9015,0.0333,0.9036,51.7,0,0.0643,0.0866,RSU_02,55,47,BENIGN,0,0,0
1,21.0,31.0,0.8952,0.0161,0.8967,35.6,0,0.0416,0.0997,RSU_02,63,57,BENIGN,0,0,0
1,22.0,32.0,0.8133,0.038,0.8148,34.2,0,0.0704,0.0907,RSU_02,149,124,BENIGN,0,0,0
1,23.0,33.0,0.8816,0.0167,0.8832,37.3,0,0.0286,0.0594,RSU_02,107,91,BENIGN,0,0,0
1,24.0,34.0,0.8998,0.0084,0.9015,41.1,0,0.0594,0.0025,RSU_02,85,74,BENIGN,0,0,0
1,25.0,35.0,0.9259,0.0227,0.9278,44.6,0,0.0637,0.0735,RSU_02,111,105,BENIGN,0,0,0
1,26.0,36.0,0.868,0.024,0.8694,33.0,0,0.0411,0.0288,RSU_02,50,43,BENIGN,0,0,0
1,27.0,37.0,0.785,0.0234,0.7862,27.2,0,0.0753,0.0174,RSU_02,97,76,BENIGN,0,0,0
1,28.0,38.0,0.8655,0.0209,0.8674,43.8,0,0.0717,0.0196,RSU_02,52,43,BENIGN,0,0,0
1,29.0,39.0,0.9054,0.0324,0.9072,43.8,0,0.0344,0.075,RSU_02,141,129,BENIGN,0,0,0
1,30.0,40.0,0.8217,0.0099,0.823,31.8,0,0.0245,0.0555,RSU_02,108,89,BENIGN,0,0,0
1,31.0,41.0,0.7984,0.0069,0.8008,57.3,0,0.0414,0.0214,RSU_02,78,59,BENIGN,0,0,0
1,32.0,42.0,0.9164,0.0268,0.9185,51.9,1,0.0639,0.0933,RSU_02,52,46,BENIGN,0,0,0
1,33.0,43.0,0.9226,0.0373,0.9251,60.4,0,0.0798,0.072,RSU_02,78,69,BENIGN,0,0,0
1,34.0,44.0,0.8263,0.0055,0.8282,44.6,0,0.0687,0.05,RSU_02,117,96,BENIGN,0,0,0
1,35.0,45.0,0.8456,0.0164,0.8477,48.2,0,0.0168,0.0977,RSU_02,114,94,BENIGN,0,0,0
1,36.0,46.0,0.9408,0.0277,0.9425,40.5,0,0.0773,0.0394,RSU_02,63,60,BENIGN,0,0,0
1,37.0,47.0,0.8234,0.0202,0.8256,51.5,0,0.025,0.0427,RSU_02,114,95,BENIGN,0,0,0
1,38.0,48.0,0.8365,0.0079,0.838,35.3,0,0.0627,0.0909,RSU_02,87,74,BENIGN,0,0,0
1,39.0,49.0,0.8184,0.0383,0.8203,45.3,0,0.0301,0.0339,RSU_02,56,46,BENIGN,0,0,0
1,40.0,50.0,0.8466,0.0324,0.848,34.0,0,0.07,0.0302,RSU_02,135,114,BENIGN,0,0,0
1,41.0,51.0,0.925,0.0378,0.9269,45.2,0,0.0546,0.0332,RSU_02,100,93,BENIGN,0,0,0
1,42.0,52.0,0.8455,0.0321,0.8473,43.2,0,0.0689,0.0137,RSU_02,145,127,BENIGN,0,0,0
