node_id,window_start,window_end,pdr_mean,pdr_var,pdr_corrected,speed_kmh,is_handoff,kl_divergence,autocorr_peak,rsu_id,packets_received_total,packets_forwarded_total,ground_truth_label,is_attacker,label_multiclass,label_binary
6,175.0,185.0,0.7995,0.0097,0.8013,43.2,0,0.0368,0.0907,RSU_01,137,109,BENIGN,0,0,0
6,42.0,52.0,0.9662,0.0089,0.9684,51.0,0,0.0791,0.0153,RSU_01,110,104,BENIGN,0,0,0
6,475.0,485.0,0.8756,0.0356,0.8775,43.9,0,0.0447,0.0923,RSU_01,101,92,BENIGN,0,0,0
6,491.0,501.0,0.9585,0.0332,0.9608,55.6,0,0.0378,0.056,RSU_01,121,117,BENIGN,0,0,0
6,86.0,96.0,0.8773,0.0285,0.8789,38.2,0,0.0295,0.0548,RSU_01,80,65,BENIGN,0,0,0
6,380.0,390.0,0.8063,0.0391,0.808,42.4,0,0.0364,0.0822,RSU_01,126,102,BENIGN,0,0,0
6,11.0,21.0,0.921,0.0085,0.9229,44.7,0,0.0271,0.0513,RSU_01,113,106,BENIGN,0,0,0
6,369.0,379.0,0.8783,0.0068,0.8808,58.1,0,0.0033,0.0338,RSU_01,65,54,BENIGN,0,0,0
6,208.0,218.0,0.8613,0.0294,0.8629,38.9,0,0.0082,0.0621,RSU_01,93,79,BENIGN,0,0,0
6,364.0,374.0,0.8293,0.0216,0.8316,56.5,0,0.043,0.0874,RSU_01,55,43,BENIGN,0,0,0
6,426.0,436.0,0.8718,0.0376,0.8736,42.3,0,0.0314,0.0952,RSU_01,142,122,BENIGN,0,0,0
6,297.0,307.0,0.8294,0.0265,0.8316,53.6,0,0.0459,0.0335,RSU_01,84,69,BENIGN,0,0,0
6,469.0,479.0,0.8151,0.0367,0.8169,43.4,0,0.0717,0.0984,RSU_01,90,75,BENIGN,0,0,0
6,39.0,49.0,0.9778,0.0381,0.9799,49.6,0,0.0527,0.0006,RSU_01,85,81,BENIGN,0,0,0
6,421.0,431.0,0.9474,0.0136,0.949,39.9,0,0.0725,0.0545,RSU_01,96,89,BENIGN,0,0,0
6,354.0,364.0,0.9189,0.0143,0.9212,54.6,0,0.0311,0.0286,RSU_01,120,110,BENIGN,0,0,0
6,63.0,73.0,0.8485,0.0266,0.8509,56.4,0,0.0612,0.0592,RSU_01,73,60,BENIGN,0,0,0
6,400.0,410.0,0.7957,0.0055,0.7979,51.9,0,0.0481,0.0518,RSU_01,66,52,BENIGN,0,0,0
6,180.0,190.0,0.961,0.0176,0.9622,28.6,0,0.08,0.0514,RSU_01,66,64,BENIGN,0,0,0
6,322.0,332.0,0.8987,0.0012,0.9008,48.8,0,0.0248,0.0806,RSU_01,95,86,BENIGN,0,0,0
6,202.0,212.0,0.9313,0.0132,0.9327,33.7,0,0.0482,0.0825,RSU_01,59,54,BENIGN,0,0,0
